"","LS_K2","LS_K4","LS_K5","LS_K7","NL_K1","NL_K3","NL_K6","Normal_410","Normal_N19","Normal_N1","Normal_N20","Normal_N2","Normal_N3"
"ENSG00000285792",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274677",4,3,1,1,4,1,2,2,0,4,2,6,13
"ENSG00000260410",0,0,0,0,0,0,0,0,1,2,0,0,0
"ENSG00000103160",550,487,556,589,343,649,625,456,524,337,497,370,435
"ENSG00000154099",5,2,6,0,9,17,17,8,10,9,9,6,5
"ENSG00000140955",16,12,15,10,20,14,33,17,56,24,13,12,20
"ENSG00000250685",44,92,56,142,64,329,231,98,259,86,172,89,152
"ENSG00000166558",1,4,2,0,2,1,2,1,1,1,4,0,0
"ENSG00000169896",221,280,410,326,253,370,217,334,218,444,237,427,544
"ENSG00000140678",228,451,567,356,106,278,148,91,99,222,341,248,117
"ENSG00000261245",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156886",7,11,34,24,1,6,3,7,3,5,3,5,0
"ENSG00000260757",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000156885",0,0,0,0,0,1,0,1,0,0,0,0,2
"ENSG00000277543",0,0,0,1,0,1,0,0,0,0,1,0,0
"ENSG00000176723",58,63,95,70,35,46,38,53,67,63,40,44,62
"ENSG00000261474",55,97,25,99,56,136,131,68,82,45,81,64,52
"ENSG00000260267",136,111,133,333,164,255,307,292,236,212,132,196,173
"ENSG00000140691",591,728,625,647,726,474,587,665,939,871,347,831,726
"ENSG00000280132",14,17,27,20,13,24,5,5,12,14,10,9,8
"ENSG00000140682",1615,1631,2083,1599,1370,988,735,1357,1138,2367,683,2203,1922
"ENSG00000140675",7,11,6,9,12,13,27,13,13,19,8,15,21
"ENSG00000140688",2672,2868,3493,3135,2859,4202,3164,3864,4082,4247,2599,3835,4401
"ENSG00000260740",3,3,3,2,1,1,1,5,3,3,2,4,0
"ENSG00000169877",3,3,2,1,0,36,1,4,9,11,8,4,0
"ENSG00000261475",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261648",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213547",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260883",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278885",0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261614",1,0,2,0,2,3,3,4,3,2,2,6,4
"ENSG00000260010",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237185",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103502",2468,3090,2280,2256,3911,3027,2759,4372,3635,5104,2113,4491,4210
"ENSG00000278713",3,0,0,1,1,1,0,1,1,2,0,2,8
"ENSG00000174939",17,37,80,18,7,9,8,5,1,17,9,9,9
"ENSG00000279789",51,42,75,124,18,126,85,45,101,35,93,45,94
"ENSG00000247735",2,2,13,13,7,31,22,16,43,7,20,9,17
"ENSG00000149925",188,218,172,169,351,423,382,806,519,732,143,542,486
"ENSG00000074071",1193,1677,872,816,1698,1305,1194,1788,1547,2055,965,1995,1321
"ENSG00000095906",1374,1519,993,929,1746,1506,1242,1717,1843,2491,933,2214,1867
"ENSG00000099769",8,17,2,5,15,20,18,42,41,25,9,31,30
"ENSG00000063854",734,913,596,627,1225,1235,933,1010,1385,1535,708,1193,1193
"ENSG00000260541",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000281219",0,0,0,0,0,2,0,0,0,0,2,0,0
"ENSG00000259947",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162040",462,538,88,170,1251,781,573,1823,1164,1096,267,1143,944
"ENSG00000279569",42,85,44,64,59,97,90,91,80,65,40,42,82
"ENSG00000103043",1372,1386,1325,1416,1492,1992,1376,1915,1868,2271,1176,2158,1771
"ENSG00000279412",0,0,0,0,0,0,0,1,0,1,0,1,0
"ENSG00000260156",0,0,0,0,2,0,0,1,0,0,0,0,0
"ENSG00000214353",15,6,4,8,3,12,19,6,12,3,0,3,4
"ENSG00000279815",3,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000279122",0,0,0,0,0,0,0,1,0,0,0,2,0
"ENSG00000279123",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000221725",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259833",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259798",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000153060",2,2,4,8,1,5,3,3,4,1,6,0,0
"ENSG00000263279",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263241",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262107",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261904",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262322",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262259",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263196",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262158",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262381",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103274",458,490,512,540,541,598,480,497,480,629,454,705,526
"ENSG00000166676",3,31,10,7,2,17,3,9,8,21,13,11,18
"ENSG00000262488",0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000262151",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000182108",894,1012,932,760,1105,828,875,972,964,1642,697,1282,1028
"ENSG00000280153",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168434",860,807,886,834,611,1162,910,745,959,666,786,796,815
"ENSG00000280039",0,1,0,0,0,1,1,0,0,0,0,0,0
"ENSG00000212593",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259782",1,1,0,0,0,0,2,0,0,1,0,0,0
"ENSG00000260136",22,22,33,25,12,15,15,8,6,24,6,26,27
"ENSG00000103365",2388,2614,3019,3086,1628,2929,2900,2159,2687,2110,2493,2729,2955
"ENSG00000261528",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103356",477,636,857,934,496,1075,825,1154,952,984,711,816,890
"ENSG00000260247",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103353",1122,942,2009,1669,651,1043,1042,936,1270,993,1182,827,1168
"ENSG00000260751",21,31,20,23,9,14,19,5,7,2,28,19,0
"ENSG00000004779",928,1137,824,853,1178,1078,914,1057,856,1146,1126,1147,769
"ENSG00000261723",0,0,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000166847",1865,1697,2525,2609,1493,2171,2199,2004,2109,2304,2185,2168,2047
"ENSG00000260482",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166851",168,183,233,209,196,306,251,216,285,221,241,220,281
"ENSG00000261266",0,1,0,0,2,2,0,3,0,0,0,0,0
"ENSG00000278912",0,0,0,0,2,2,2,4,1,2,0,3,0
"ENSG00000206053",1073,1405,1452,1762,1517,2432,2501,2411,2760,2420,2148,2279,2289
"ENSG00000278987",0,1,5,7,0,4,5,1,2,2,2,9,3
"ENSG00000275092",1,1,0,0,4,2,1,0,1,0,0,0,0
"ENSG00000265820",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000261207",0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000243445",1,2,2,0,0,2,2,1,0,3,1,3,1
"ENSG00000238098",3,8,6,0,5,9,9,7,3,4,5,3,10
"ENSG00000162063",253,212,283,255,312,646,486,697,657,413,381,375,467
"ENSG00000285970",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000283180",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000260095",4,0,2,1,5,6,5,5,1,3,2,3,0
"ENSG00000260874",0,2,3,1,1,11,13,4,1,0,2,5,0
"ENSG00000162062",27,54,28,26,43,78,37,36,35,43,36,43,27
"ENSG00000274805",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259895",0,0,2,0,2,2,1,2,2,1,0,0,0
"ENSG00000162068",2,0,4,2,0,1,0,1,0,2,0,0,0
"ENSG00000260293",85,32,80,97,6,33,20,20,4,13,15,24,24
"ENSG00000260272",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185883",23,13,14,22,31,47,33,22,31,41,18,55,33
"ENSG00000259784",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279520",32,51,85,112,75,144,126,154,182,114,159,160,142
"ENSG00000205923",0,1,1,0,2,3,7,4,11,4,1,3,7
"ENSG00000266232",0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000140992",715,509,968,1060,502,1435,1119,1535,1316,922,1343,1208,1223
"ENSG00000261613",27,13,0,0,33,22,2,1,16,0,3,0,0
"ENSG00000261288",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269937",3,0,6,8,1,4,9,1,4,1,6,0,0
"ENSG00000261140",0,0,0,0,0,0,2,0,0,0,1,0,1
"ENSG00000260436",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279568",0,0,1,0,0,0,1,0,0,0,0,3,0
"ENSG00000280402",0,7,2,0,0,2,0,0,2,0,1,1,0
"ENSG00000279162",1,1,0,0,3,2,3,2,1,2,4,1,0
"ENSG00000261093",0,5,1,5,2,7,2,1,1,1,4,8,7
"ENSG00000279057",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260176",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162065",385,383,406,365,353,627,526,506,537,464,286,365,399
"ENSG00000166783",1247,1495,1757,1988,1162,1999,1792,1582,1810,1336,2090,1479,1606
"ENSG00000257769",0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000284184",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283736",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262380",0,0,2,1,0,4,2,0,1,0,0,0,1
"ENSG00000280206",129,213,176,133,192,171,141,100,155,150,166,205,103
"ENSG00000263335",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263065",3,4,1,3,3,18,7,6,2,20,8,31,9
"ENSG00000280429",0,2,0,1,9,9,8,5,3,25,2,17,3
"ENSG00000072864",593,501,1040,992,627,1267,1147,1346,1300,1244,1093,1249,1118
"ENSG00000259840",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103260",600,760,579,479,345,330,286,790,338,593,247,534,480
"ENSG00000103254",149,204,109,70,127,119,72,222,108,170,66,151,156
"ENSG00000103245",928,957,655,679,1331,1218,1007,1423,1438,1528,770,1251,1025
"ENSG00000102854",36,21,18,23,107,156,72,99,18,95,29,58,27
"ENSG00000279136",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162006",0,0,0,0,0,0,0,1,0,1,1,0,0
"ENSG00000207579",0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000197912",2848,3317,2621,3053,2180,4539,3746,2299,3443,2836,3272,3472,3269
"ENSG00000261118",7,6,4,8,7,5,6,5,6,9,4,4,4
"ENSG00000200084",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178773",47,59,36,91,37,75,28,28,46,21,81,46,31
"ENSG00000275734",16,21,23,24,17,37,24,13,25,14,26,15,14
"ENSG00000185324",1616,2796,1815,1735,1634,3139,2345,1273,2146,1708,1746,2097,1552
"ENSG00000260259",3,3,2,6,1,2,2,1,1,4,6,5,0
"ENSG00000158792",220,289,152,125,379,189,183,433,367,482,150,361,364
"ENSG00000075399",734,839,759,588,784,998,745,950,937,1120,545,1010,999
"ENSG00000261373",18,35,20,45,29,81,34,63,25,47,70,23,26
"ENSG00000131165",2900,3213,2698,2935,4891,4231,3907,5598,5055,6857,2875,5652,5709
"ENSG00000150281",112,113,153,141,103,121,103,108,93,204,63,96,70
"ENSG00000155714",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103194",924,844,1309,1282,780,1963,1648,1434,1634,917,1180,1065,1259
"ENSG00000064270",678,580,645,1127,1315,1827,2020,1997,2842,1192,1321,1701,1698
"ENSG00000166455",0,0,0,0,0,0,2,0,0,1,0,0,0
"ENSG00000010539",177,182,187,265,149,227,221,155,188,151,212,92,150
"ENSG00000007392",1220,1828,1732,1263,523,1506,1367,448,1008,473,1345,793,784
"ENSG00000162086",214,365,275,279,158,475,411,227,249,130,418,175,185
"ENSG00000169180",2628,2559,2656,2648,1872,2860,2364,2438,2950,2788,2451,3086,3100
"ENSG00000122386",392,408,246,276,554,369,340,707,547,790,242,561,613
"ENSG00000166816",109,91,117,88,177,780,328,721,217,440,219,196,142
"ENSG00000059122",1524,2235,1211,1482,1611,3229,1822,2866,3704,2622,1304,2605,2358
"ENSG00000166164",840,1258,1044,1191,871,1867,1536,1112,1357,744,1624,1198,1266
"ENSG00000157335",1,1,0,0,1,0,1,0,0,0,0,1,0
"ENSG00000167526",42474,50375,27139,35676,73680,37063,45090,61116,57474,75759,41309,72471,61177
"ENSG00000140807",554,537,551,545,557,643,589,615,561,568,743,955,1246
"ENSG00000260029",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278909",3,15,2,1,17,0,5,4,4,7,2,11,0
"ENSG00000205414",7,1,0,2,1,0,0,1,0,0,0,1,0
"ENSG00000260249",17,29,29,19,16,39,21,28,24,24,41,51,55
"ENSG00000270120",2,0,2,10,1,5,3,1,10,5,12,8,6
"ENSG00000264947",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260616",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261703",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260042",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199771",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260828",2,0,3,4,0,1,4,1,4,7,3,0,0
"ENSG00000205336",2511,2818,3000,3384,6177,9688,8408,9075,9548,7216,4790,7463,7166
"ENSG00000261633",0,0,0,0,0,0,0,1,0,3,0,0,0
"ENSG00000182885",58,53,46,36,15,53,46,20,26,38,17,44,24
"ENSG00000260467",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159625",0,0,0,0,0,1,0,2,0,2,1,0,0
"ENSG00000260438",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140854",863,928,645,804,1440,1783,1495,2442,2693,2513,967,2193,1768
"ENSG00000276166",0,1,1,0,7,6,1,0,4,0,1,2,22
"ENSG00000274816",9,3,7,15,3,20,22,3,13,2,16,7,17
"ENSG00000187185",8,14,10,10,30,24,23,27,46,39,11,15,43
"ENSG00000206833",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000083799",1069,1049,1441,1710,716,1643,1355,1134,1485,893,1423,1394,1040
"ENSG00000259962",0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000262714",0,0,2,4,5,6,4,11,2,4,9,2,0
"ENSG00000279741",3,0,0,2,0,2,0,2,5,3,7,2,0
"ENSG00000280027",2,1,3,1,6,8,8,8,11,4,8,3,7
"ENSG00000252569",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259926",0,2,2,0,0,0,0,0,0,0,2,0,0
"ENSG00000279344",1,2,7,4,0,5,8,3,4,3,10,10,8
"ENSG00000279722",11,24,49,52,12,30,44,26,18,30,44,24,25
"ENSG00000166971",540,616,707,755,615,1251,1127,1051,1255,682,971,791,816
"ENSG00000287909",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275191",31,5,4,8,5,6,2,1,6,2,8,4,0
"ENSG00000261630",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280392",0,1,1,0,0,3,0,0,2,0,0,3,0
"ENSG00000260194",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204991",65,108,78,56,127,364,174,220,124,188,168,206,167
"ENSG00000141002",3370,3414,3196,3367,3027,3716,3539,3180,3719,4066,2317,4061,3504
"ENSG00000267048",1,2,5,4,1,8,8,5,7,3,1,8,0
"ENSG00000258839",269,263,188,160,181,264,171,153,268,200,197,148,207
"ENSG00000198211",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259006",3,3,5,1,1,0,3,0,0,0,1,2,0
"ENSG00000141013",396,447,273,358,319,739,432,403,483,469,401,512,365
"ENSG00000221819",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000260507",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261172",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277349",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000003249",220,227,213,228,348,246,227,554,385,775,238,490,291
"ENSG00000259843",0,0,1,0,0,0,0,1,0,1,1,0,0
"ENSG00000261835",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273829",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260298",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000279356",0,4,3,1,0,1,2,1,1,1,1,0,0
"ENSG00000202124",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260381",0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000287444",0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000260031",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000252526",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207649",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000070915",2,16,34,15,1,4,2,2,1,5,4,7,0
"ENSG00000283471",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243988",0,0,1,1,0,0,0,0,1,0,0,0,0
"ENSG00000051108",2441,2753,3342,2958,2412,3180,2813,3142,3455,3451,2747,3854,3040
"ENSG00000261270",14,8,22,11,2,13,15,13,19,11,28,21,41
"ENSG00000261114",8,11,27,13,3,15,18,14,15,16,32,10,1
"ENSG00000087237",35,28,98,47,44,31,112,23,25,62,34,23,15
"ENSG00000259922",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260145",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260148",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140848",1065,1231,1384,995,1198,888,943,1141,1399,2013,1065,1566,1374
"ENSG00000279019",1,0,0,1,1,4,1,3,3,2,4,1,0
"ENSG00000279803",40,27,63,37,15,46,39,35,93,62,72,52,34
"ENSG00000172775",927,1692,1393,1505,1063,2287,1755,1353,1614,1240,1944,1401,1593
"ENSG00000285979",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000102931",1883,1935,3096,2999,1809,2037,1817,2174,2252,2392,1907,2044,2230
"ENSG00000276663",3,12,2,4,12,15,13,5,14,4,21,15,9
"ENSG00000260038",5,11,7,5,9,4,12,2,5,8,12,7,4
"ENSG00000260965",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271456",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000125149",1376,1292,1502,2028,1209,2263,1894,1860,2272,1771,1870,2081,1932
"ENSG00000237172",1159,844,1395,1119,384,542,481,736,451,811,360,776,713
"ENSG00000102871",676,1122,774,748,835,909,826,731,869,1120,619,1205,890
"ENSG00000135722",136,242,243,261,155,354,282,235,297,231,142,244,289
"ENSG00000265690",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000196123",459,701,731,643,373,1017,877,339,577,280,844,347,471
"ENSG00000179044",46,68,64,40,46,41,53,45,28,71,25,54,47
"ENSG00000205250",1594,2096,1947,1723,1801,2679,2260,1645,2322,2070,1586,2184,1900
"ENSG00000102890",1011,1525,677,963,1704,2045,1704,1766,2116,1898,1092,1999,1866
"ENSG00000207948",2,0,0,0,1,0,0,0,0,0,3,1,0
"ENSG00000280163",4,4,1,3,1,4,11,3,7,4,3,1,0
"ENSG00000168701",1470,1610,1382,1171,1124,996,877,883,910,1285,766,1079,859
"ENSG00000135723",1377,1653,1822,1305,541,1110,896,582,999,924,484,868,650
"ENSG00000135740",143,195,177,108,34,110,92,57,92,65,108,100,72
"ENSG00000262691",12,17,33,22,0,10,7,13,18,12,27,19,13
"ENSG00000168676",0,2,6,0,2,7,4,2,6,0,2,6,11
"ENSG00000201201",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159708",7,14,22,9,13,58,23,11,15,6,17,17,22
"ENSG00000159713",4633,4403,1005,829,14795,6260,1231,4786,10497,5485,2201,6516,8941
"ENSG00000239194",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159714",646,659,587,515,932,701,424,1085,906,1384,441,1045,1128
"ENSG00000176387",571,461,423,362,2899,3405,1706,2547,1401,1796,975,1808,1590
"ENSG00000261320",0,0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000159723",4,0,0,1,0,0,3,0,0,0,0,0,0
"ENSG00000241067",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262332",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263029",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262848",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257381",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264722",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257366",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265373",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244257",2,9,0,0,2,5,0,1,1,1,0,2,0
"ENSG00000206706",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183889",4,12,0,0,5,41,2,7,15,16,0,1,36
"ENSG00000278221",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277698",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277920",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227827",2,16,30,36,0,51,58,5,2,59,3,75,17
"ENSG00000276311",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265113",0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000260914",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132612",1762,2045,1393,1338,2235,2168,2017,1906,2254,2866,1796,2799,1971
"ENSG00000213380",673,776,620,671,831,766,795,823,902,870,731,814,973
"ENSG00000258429",6,0,0,2,2,3,2,8,2,8,0,4,7
"ENSG00000272617",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260371",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259900",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132603",407,396,525,572,561,785,798,886,978,615,758,833,663
"ENSG00000157315",0,6,4,0,6,3,10,1,2,2,3,6,0
"ENSG00000132604",628,583,683,721,740,889,798,1048,884,798,800,885,861
"ENSG00000261527",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260108",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223109",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274093",0,1,0,0,0,0,0,2,1,0,2,0,0
"ENSG00000176715",507,711,666,714,588,1038,772,818,931,910,656,1010,1100
"ENSG00000261546",0,1,1,1,0,2,0,0,1,2,0,0,0
"ENSG00000180422",0,2,1,1,1,4,4,5,0,0,3,9,4
"ENSG00000205015",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000129910",9,26,15,4,5,3,4,2,8,6,2,7,9
"ENSG00000260659",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000268218",6,3,0,3,2,5,0,0,3,4,2,5,0
"ENSG00000260279",2,2,1,2,9,8,8,0,3,7,6,13,5
"ENSG00000261253",0,0,2,0,1,1,1,2,2,10,1,1,3
"ENSG00000170100",378,291,365,480,298,470,511,452,497,537,561,422,404
"ENSG00000103226",51,45,35,42,23,140,34,117,52,82,6,31,143
"ENSG00000273551",3,13,3,2,0,0,0,0,0,1,0,0,1
"ENSG00000196557",194,350,427,266,2526,517,3974,2619,3146,940,2118,2779,2330
"ENSG00000260403",0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000259910",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261294",1,5,0,0,7,3,20,12,26,4,7,9,9
"ENSG00000277010",0,3,0,1,32,9,32,10,22,10,25,22,11
"ENSG00000197253",7169,4354,2930,1963,5843,925,1154,3168,3333,10391,1402,5577,9241
"ENSG00000172236",2914,5620,1077,806,2222,1386,417,1362,2105,4212,617,2190,6673
"ENSG00000095917",481,126,237,146,460,73,101,503,407,792,12,362,1179
"ENSG00000260182",20,23,14,19,34,12,15,7,23,15,5,17,77
"ENSG00000261564",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260991",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260284",5,20,0,3,9,12,2,0,1,0,0,1,0
"ENSG00000274751",2,6,2,6,7,16,9,1,14,9,17,5,2
"ENSG00000261505",2,6,10,5,4,13,6,0,2,11,13,12,7
"ENSG00000219274",0,1,1,1,2,1,0,0,2,0,2,1,0
"ENSG00000103275",2320,2781,2396,2735,2969,3470,3247,3301,3434,3861,3327,4133,3829
"ENSG00000007516",152,147,67,146,257,233,191,274,172,234,149,195,178
"ENSG00000007520",1198,1375,941,864,1603,972,1049,1952,1329,2410,818,1924,1684
"ENSG00000260425",0,1,1,0,0,1,1,2,0,1,4,0,0
"ENSG00000133393",480,531,691,756,829,1100,1160,1097,1095,797,1003,1014,900
"ENSG00000206778",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000262171",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215003",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180035",288,244,221,189,330,285,313,446,319,435,248,360,312
"ENSG00000280137",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179965",58,95,75,77,66,74,49,76,76,79,71,88,52
"ENSG00000199787",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000179918",1084,1179,1286,1257,1334,1671,1555,1835,1582,1654,1366,1883,1594
"ENSG00000202476",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222701",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261346",0,1,0,0,0,3,0,0,0,1,2,0,0
"ENSG00000260487",1,2,0,0,0,5,3,0,0,6,3,1,1
"ENSG00000251706",2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261332",0,0,0,0,0,4,3,0,1,0,1,0,0
"ENSG00000266305",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169957",902,758,565,552,1197,984,867,1442,1279,1465,641,1351,1479
"ENSG00000261459",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278922",3,6,1,1,5,2,3,6,6,5,3,2,2
"ENSG00000235560",40,39,22,22,28,60,39,31,49,31,29,34,11
"ENSG00000260494",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169951",123,150,165,157,143,190,166,167,236,196,132,151,135
"ENSG00000239791",0,1,1,1,2,6,0,2,3,3,1,3,11
"ENSG00000197162",294,405,422,420,266,540,468,305,373,319,307,214,265
"ENSG00000260167",0,5,3,5,0,7,5,1,2,0,2,0,0
"ENSG00000261588",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156853",272,235,360,297,254,324,278,322,335,405,202,389,463
"ENSG00000260678",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261680",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260113",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156858",1357,1535,1281,1060,1400,1594,1422,1301,1663,1515,959,1610,1593
